"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","Genre","Running_Time","Keywords","Franchise"
"1156","Jun 11, 2010","The A-Team","$110,000,000","$25,669,455","$77,222,099","$177,241,171","Play","Action","118 minutes","Directing Yourself, Rescue, Escape, Surprise Twist, Intertitle, Epilogue, Fugitive / On the Run",NA
"1157","Apr 9, 2010","Date Night","$55,000,000","$25,207,599","$98,711,404","$152,269,033","Play","Comedy","88 minutes",NA,NA
"1158","Feb 12, 2010","Percy Jackson & the Olympia…","$95,000,000","$31,236,067","$88,768,303","$223,050,874","","Adventure","119 minutes",NA,"Percy Jackson"
"1159","Dec 18, 2009","Avatar","$425,000,000","$77,025,481","$760,507,625","$2,776,345,279","Play","Action","162 minutes","3-D, Invented Language, Visual Effects, Alien Invasion, IMAX: DMR, Humans as Aliens, Language Barrier, 2010 Oscars Best Picture Nominee, Romance, Interspecies Romance, Slow Motion Scene, Confined to a Wheelchair, Voiceover/Narration, Death of a Sibling, Twins, Death of a Twin, Genetic Engineering, 3-D - Shot in 3-D, Environment","Avatar"
"1160","May 1, 2009","X-Men Origins: Wolverine","$150,000,000","$85,058,003","$179,883,157","$374,825,760","","Action","107 minutes","Marvel Comics","X-MenWolverine"
"1161","Dec 12, 2008","The Day the Earth Stood Still","$80,000,000","$30,480,153","$79,366,978","$233,066,978","","Adventure","103 minutes","Alien Invasion, IMAX: DMR, Search for Extraterrestrial Life, First Contact",NA
"1162","Jun 27, 2007","Live Free or Die Hard","$110,000,000","$33,369,559","$134,529,403","$382,288,147","","Action","129 minutes","Terrorism","Die Hard"
"1163","Nov 3, 2006","Borat","$18,000,000","$26,455,463","$128,505,958","$261,443,242","","Comedy","82 minutes",NA,NA
"1164","","","","","","","",NA,NA,NA,NA
"1165","Averages","","$74,360,294","$25,482,864","$91,395,694","$234,903,570","",NA,NA,NA,NA
"1166","Totals","70","$5,056,500,000","","$6,306,302,899","$16,443,249,887","",NA,NA,NA,NA
"1167","Jun 11, 2021","Jurassic World 3","","","","","","Action",NA,"Cloning, Dinosaurs, Dinosaurs in the Modern World, Animals Gone Bad","Jurassic Park"
"1168","Oct 2, 2020","BIOS","","","","","","Adventure",NA,"Last Person on Earth, Robot, Inventor",NA
"1169","Dec, 2019","1917","","","","","","Drama",NA,NA,NA
"1170","May 17, 2019","A Dog’s Journey","","","","","","Drama",NA,NA,NA
"1171","Feb 22, 2019","The Turning","","","","","","Horror",NA,NA,NA
"1172","Sep 21, 2018","The House with a Clock in i…","","$26,608,020","$68,068,175","$126,083,408","Play","Horror","105 minutes","Secret Magic, 1950s, Good vs. Evil, Orphan, Death of a Sibling, Young Child Dealing with the Death of a Parent",NA
"1173","Jun 22, 2018","Jurassic World: Fallen Kingdom","$170,000,000","$148,024,610","$416,769,345","$1,304,866,322","Play","Action","128 minutes","Dinosaurs in the Modern World, Animals Gone Bad, Cloning, Dinosaurs, Prologue, Visual Effects, Voiceover/Narration, Rescue, Death of a Son or Daughter, Surprise Twist, Betrayal, Sequels With Returning Stars, Relationships Gone Wrong, Exes in Love, Romance","Jurassic Park"
"1174","Mar 29, 2018","Ready Player One","$150,000,000","$41,769,050","$137,018,455","$578,621,729","Play","Adventure","140 minutes","Near Future, Virtual Reality, Video Game, Environment, Government Corruption, Poverty, Treasure Hunters",NA
"1175","Dec 22, 2017","The Post","$50,000,000","$526,011","$81,903,458","$179,769,457","Play","Drama","115 minutes","Newspaper Industry, Political, Government Corruption, Cover Up, Vietnam War, News, Investigative Journalist",NA
"1176","Jan 27, 2017","A Dog’s Purpose","$25,000,000","$18,222,810","$64,321,890","$203,678,396","Play","Drama","100 minutes","Animal Lead, Talking Animals, Death of a Pet, Reincarnation, Relationships Gone Wrong, Exes in Love, Romance, Police life, Coming of Age, Voiceover/Narration, 1960s, 1980s, 2010s, 1990s, 1970s, Same Role, Multiple Actors",NA
"1177","Jul 1, 2016","The BFG","$140,000,000","$18,775,350","$55,483,770","$199,652,899","Play","Adventure","115 minutes","Orphan, Orphanage, Giants, London, United Kingdom",NA
"1178","Oct 16, 2015","Bridge of Spies","$40,000,000","$15,371,203","$72,313,754","$162,498,338","Play","Thriller/Suspense","141 minutes","2016 Oscars Best Picture Nominee, Cold War, Berlin, East / West Berlin, Secret Agent, 1960s, C.I.A.",NA
"1179","Jun 12, 2015","Jurassic World","$215,000,000","$208,806,270","$652,270,625","$1,648,893,208","Play","Action","124 minutes","Animals Gone Bad, Development Hell, Dinosaurs, Cloning, Delayed Sequel, Military Stealing New Invention, Children Dealing with Divorce, Dysfunctional Family, Directing Yourself, Intertitle, Gratuitous Cameos, Director Cameo, Dinosaurs in the Modern World","Jurassic Park"
"1180","Aug 8, 2014","The Hundred-Foot Journey","$22,000,000","$10,979,290","$54,235,441","$94,270,488","Play","Romantic Comedy","122 minutes","Immigration, Food, Professional Rivalry, Romance, Interracial Romance, France, Indians, Voiceover/Narration, Intertitle, Prologue, Widow/Widower, Romeo and Juliet Romance, December Romance, Culture Clash",NA
"1181","Nov 9, 2012","Lincoln","$65,000,000","$944,308","$182,207,973","$273,346,281","Play","Drama","149 minutes","Biography, Ensemble, Political, War, Civil War, Slavery, Intertitle, Dream Sequence, Voiceover/Narration, Death of a Son or Daughter, Hitmen, Political Assassination, Assassination, 2013 Oscars Best Picture Nominee",NA
"1182","May 25, 2012","Men in Black 3","$215,000,000","$54,592,779","$179,020,854","$654,213,485","Play","Adventure","104 minutes","3-D, Alien Invasion, Friendly Alien on Earth, Hitmen, Time Travel, Delayed Sequel, Buddy Comedy, Faulty Memory, Secret Agent, Marvel Comics, Visual Effects, Gratuitous Cameos, Same Role, Multiple Actors, Surprise Twist, IMAX: DMR","Men in Black"
"1183","Dec 25, 2011","War Horse","$70,000,000","$7,515,402","$79,883,359","$156,815,529","Play","Drama","146 minutes","World War I, War, Animal Lead, Ensemble, Addiction, Dysfunctional Family, Class Warfare, Orphan, 2012 Oscars Best Picture Nominee",NA
"1184","Dec 21, 2011","The Adventures of Tintin","$130,000,000","$9,720,993","$77,591,831","$373,993,951","Play","Adventure","104 minutes","3-D, Family Movie, Treasure Hunters, Pirates, Twins, Same Actor, Multiple Roles, Animal Lead, Addiction, IMAX: DMR","Tintin"
"1185","Jun 10, 2011","Super 8","$50,000,000","$35,451,168","$127,004,179","$257,972,745","Play","Thriller/Suspense","112 minutes","Disaster, Monster, Conspiracy Theory, Ensemble, Coming of Age, Movie Business, Alien Invasion, Rescue, Epilogue, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Dysfunctional Family, IMAX: DMR, Last Day of School, First Contact",NA
"1186","Oct 20, 2006","Flags of Our Fathers","$53,000,000","$10,245,190","$33,602,376","$63,657,941","","Drama","132 minutes","World War II, Historical Battles, War",NA
"1187","Jul 21, 2006","Monster House","$75,000,000","$22,217,226","$73,661,010","$141,267,370","","Adventure","91 minutes","3-D, Babysitters",NA
"1188","Dec 23, 2005","Munich","$75,000,000","$4,152,260","$47,379,090","$131,492,772","","Drama","164 minutes","Terrorism, Hitmen, Olympics",NA
"1189","Jun 29, 2005","War of the Worlds","$132,000,000","$64,878,725","$234,280,354","$606,836,535","","Action","116 minutes","Alien Invasion, Visual Effects, Voiceover/Narration, Illinois, England, France, Italy, Restaurants, War, 2000s, End of the World, Car Accident",NA
"1190","Jun 18, 2004","The Terminal","$75,000,000","$19,053,199","$77,073,959","$218,673,959","","Drama","128 minutes","Government Bureaucracy, Immigration, Language Barrier, Inspired by a True Story, Flight Attendant, Relationships Gone Wrong",NA
"1191","Dec 25, 2002","Catch Me if You Can","$52,000,000","$30,082,000","$164,606,800","$355,612,291","","Drama","140 minutes","Biography, Confidence Men, Fugitive / On the Run, Non-Chronological, Intertitle, Dysfunctional Family, Infidelity, Police Procedural, Voiceover/Narration, Runaway, Homeless, Lawyers, Doctors, Romance, Relationships Gone Wrong, Prostitution, Epilogue",NA
"1192","Jun 29, 2001","Artificial Intelligence: AI","$90,000,000","$29,352,630","$78,616,689","$235,900,000","","Drama","145 minutes","Robot, Voiceover/Narration, Artificial Intelligence, Living Toys, Medical and Hospitals, Dysfunctional Family, Prostitution, Post Apocalypse",NA
"1193","Apr 28, 2000","The Flintstones in Viva Roc…","$58,000,000","$10,518,435","$35,231,365","$59,431,365","","Adventure","90 minutes","Live Action Cartoon, Gambling","Flintstones"
"1194","Jul 24, 1998","Saving Private Ryan","$65,000,000","$30,576,104","$216,335,085","$485,035,085","","Drama","169 minutes","World War II, Rescue, War",NA
"1195","Jul 17, 1998","The Mask of Zorro","$65,000,000","$22,525,855","$93,828,745","$233,700,000","","Adventure","140 minutes",NA,"Zorro"
"1196","May 22, 1997","The Lost World: Jurassic Park","$75,000,000","$72,132,785","$229,086,679","$618,638,999","","Action","134 minutes","Cloning, Animals Gone Bad, Visual Effects, Directing Yourself, Sequels Without Their Original Stars, Animal Lead, Creature Features, Dysfunctional Family","Jurassic Park"
"1197","May 10, 1996","Twister","$88,000,000","$41,059,405","$241,688,385","$495,700,000","","Action","114 minutes","Visual Effects, Disaster, Extreme Weather, Academics",NA
"1198","Dec 22, 1995","Balto","","$1,519,755","$11,268,750","$11,268,750","","Adventure","78 minutes","Talking Animals, Animal Lead, Underdog, Dog Sledding, 1920s, Alaska, Epidemic, Live Action Segment in Animated Movie",NA
"1199","Jun 2, 1995","The Bridges of Madison County","$22,000,000","$10,519,257","$71,516,617","$175,516,617","","Drama","135 minutes",NA,NA
"1200","May 26, 1995","Casper","$55,000,000","$22,091,975","$100,328,194","$282,300,000","","Comedy","100 minutes","Hauntings, Visual Effects, Live Action Cartoon, Gratuitous Cameos, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Possessed, Treasure Hunters",NA
"1201","May 27, 1994","The Flintstones","$45,000,000","$37,182,745","$130,531,208","$358,500,000","","Comedy","92 minutes","Live Action Cartoon","Flintstones"
"1202","Dec 15, 1993","Schindler’s List","$25,000,000","$656,636","$96,067,179","$321,365,567","Play","Drama","195 minutes","World War II, War, Holocaust, Jewish, Retro Black and White, Intertitle, Epilogue, War Crimes, Bigotry, Corporate Malfeasance, Slavery, Oscars Best Picture Winner",NA
"1203","Dec 3, 1993","A Dangerous Woman","","","$1,497,222","$1,497,222","","Drama","99 minutes",NA,NA
"1204","Nov 24, 1993","We're Back! A Dinosaur's Story","","$3,707,770","$9,315,576","$9,315,576","","Adventure","71 minutes",NA,NA
"1205","Jun 11, 1993","Jurassic Park","$63,000,000","$50,159,460","$395,708,305","$1,038,812,584","Play","Action","126 minutes","Visual Effects, Cloning, Animals Gone Bad, Mad Scientist, Foreign Language, Animal Lead, Creature Features, Academics, 3D Re-release","Jurassic Park"
"1206","Mar 12, 1993","A Far Off Place","","$3,522,836","$12,890,752","$12,890,752","","Adventure","105 minutes",NA,NA
"1207","Mar 20, 1992","Noises Off...","","","$2,280,148","$2,280,148","","Comedy","103 minutes",NA,NA
"1208","Nov 22, 1991","An American Tail: Fievel Go…","","$3,435,625","$20,218,664","$20,218,664","","Adventure","75 minutes",NA,"American Tail"
"1209","Nov 15, 1991","Cape Fear","$35,000,000","$10,261,025","$79,091,969","$182,291,969","","Thriller/Suspense","128 minutes","Revenge, Film Noir",NA
"1210","Jul 18, 1990","Arachnophobia","$31,000,000","$8,045,760","$53,208,180","$53,208,180","","Thriller/Suspense","105 minutes","Animals Gone Bad, Animal Lead, Academics, Field Scientists, Doctors, Prologue, Country Mouse, City Mouse, Creature Features, Anxiety and Phobias",NA
"1211","May 24, 1990","Back to the Future Part III","$40,000,000","$23,703,060","$88,055,283","$244,088,654","","Adventure","119 minutes","Time Travel, Same Actor, Multiple Roles","Back to the Future"
"1212","Nov 22, 1989","Back to the Future Part II","$40,000,000","$27,835,125","$118,450,002","$332,000,000","","Adventure","108 minutes","Time Travel, Same Actor, Multiple Roles","Back to the Future"
"1213","Oct 27, 1989","Dad","","","$19,738,015","$19,738,015","","Comedy","118 minutes",NA,NA
"1214","Nov 18, 1988","The Land Before Time","$12,300,000","$7,526,025","$48,092,846","$81,972,846","","Adventure","69 minutes",NA,"The Land Before Time"
"1215","Jun 22, 1988","Who Framed Roger Rabbit?","$70,000,000","$11,226,239","$154,112,492","$351,500,000","","Adventure","103 minutes","Visual Effects, Film Noir, Private Investigator, Fugitive / On the Run, Surprise Twist, Conspiracy Theory, Corrupt Cops, Corporate Malfeasance, Inspired by a True Story, Gratuitous Cameos, Death of a Sibling, Addiction, Intertitle, Movie Business, Death of a Partner",NA
"1216","Dec 18, 1987","*batteries not included","","$3,326,530","$32,945,797","$32,945,797","","Comedy","106 minutes",NA,NA
"1217","Dec 9, 1987","Empire of the Sun","","$1,314,509","$22,238,696","$22,238,696","","Drama","150 minutes","Coming of Age, World War II",NA
"1218","Nov 21, 1986","An American Tail","","$5,234,446","$47,483,002","$47,483,002","","Adventure","80 minutes",NA,"American Tail"
"1219","Mar 26, 1986","The Money Pit","","$5,344,555","$37,499,651","$37,499,651","","Comedy","91 minutes",NA,NA
"1220","Dec 18, 1985","The Color Purple","$15,000,000","$1,710,333","$93,589,701","$93,589,701","","Drama","152 minutes","African-American",NA
"1221","Dec 4, 1985","Young Sherlock Holmes","$18,000,000","$2,528,234","$19,739,000","$19,739,000","","Adventure","109 minutes",NA,NA
"1222","Jul 3, 1985","Back to the Future","$19,000,000","$11,332,134","$212,259,762","$385,524,862","","Adventure","116 minutes","Time Travel","Back to the Future"
"1223","Jun 8, 1984","Gremlins","$11,000,000","$12,511,634","$148,168,459","$148,199,515","","Comedy","111 minutes","Visual Effects, One Night, Monster","Gremlins"
"1224","Sep 18, 1981","Continental Divide","","$3,218,347","$15,578,000","$15,578,000","","Romantic Comedy","103 minutes","Romance",NA
"1225","","","","","","","",NA,NA,NA,NA
"1226","Averages","","$68,657,500","$24,440,302","$109,723,719","$267,211,063","",NA,NA,NA,NA
"1227","Totals","58","$2,746,300,000","","$5,815,357,116","$14,162,186,321","",NA,NA,NA,NA
"1228","Jun 21, 2019","Toy Story 4","","","","","Play","Adventure",NA,NA,"Toy Story"
"1229","Jun 15, 2018","Incredibles 2","$200,000,000","$182,687,905","$608,413,195","$1,238,407,369","Play","Adventure","118 minutes","Delayed Sequel, Super Villains, Prologue, Non-Chronological, Family Movie, Faulty Memory, Dysfunctional Family, Vigilante, Runaway, Surprise Twist, Adult Child Dealing with the Death of a Parent, Revenge","The Incredibles"
"1230","Nov 22, 2017","Coco","$175,000,000","$50,802,605","$209,726,015","$799,464,741","Play","Musical","105 minutes","Dysfunctional Family, Prologue, Relationships Gone Wrong, Mexico, Underworld, Supernatural, Musicians, Friendly Ghost, Hauntings, Animal Lead, Voiceover/Narration, Faulty Memory",NA
"1231","Jun 16, 2017","Cars 3","$175,000,000","$53,688,680","$152,901,115","$383,549,151","Play","Adventure","109 minutes","Non-Chronological, Gratuitous Cameos, Auto Racing, Car Accident, Retirement, Professional Rivalry, Woman in a Male Dominated Profession, Comeback, Animated Inanimate Objects, Posthumous Release, Delayed Sequel, Intertitle, Training Montage, Scene in End Credits, Athletes Past Their Prime","Cars"
"1232","Jun 17, 2016","Finding Dory","$200,000,000","$135,060,273","$486,295,561","$1,021,350,883","Play","Adventure","103 minutes","Delayed Sequel, Sequel With Lead Character Recast, Underwater, Animal Lead, Talking Animals, Faulty Memory, 3-D, Non-Chronological, Scene in End Credits, Slow Motion Scene, Voiceover/Narration, Gratuitous Cameos, Escape","Finding Nemo"
"1233","Nov 25, 2015","The Good Dinosaur","$187,500,000","$39,155,217","$123,087,120","$333,771,037","Play","Adventure","92 minutes","Alternate History, Dinosaurs, Animal Lead, Talking Animals, Young Child Dealing with the Death of a Parent, Cavemen, Humans as Pets, Development Hell, Intertitle, Prologue, Orphan, Directing Yourself, Extreme Weather",NA
"1234","Jun 19, 2015","Inside Out","$175,000,000","$90,440,272","$356,461,711","$856,712,469","Play","Adventure","95 minutes","Exploring a Character's  Mind, New Guy/Girl in School, Voiceover/Narration, Prologue, Hockey, Epilogue, Scene in End Credits, Depression, Runaway",NA
"1235","Jun 21, 2013","Monsters University","$200,000,000","$82,429,469","$268,488,329","$743,588,329","Play","Adventure","102 minutes","Prequel, Delayed Sequel, College, Underdog, Monster, Bullies, Fraternity/Sorority, Scene in End Credits, 3-D","Monsters, Inc."
